attributes_value_id,product_id,inserted_at,updated_at
4,1,,
1,239,,
2,240,,
2,241,,
2,242,,
2,243,,
2,244,,
2,245,,
2,246,,
2,247,,
2,248,,
2,249,,
2,250,,
2,251,,
2,252,,
2,253,,
2,254,,
2,255,,
2,256,,
2,257,,
2,258,,
2,259,,
2,260,,
2,261,,
2,262,,
2,263,,
2,264,,
2,265,,
2,266,,
2,267,,
2,268,,
2,269,,
2,270,,
2,271,,
2,272,,
2,273,,
2,274,,
2,275,,
2,276,,
2,277,,
2,278,,
2,279,,
2,280,,
2,281,,
2,282,,
2,283,,
2,284,,
2,285,,
2,286,,
2,287,,
2,288,,
2,289,,
9,1,,
4,2,,
4,3,,
4,4,,
5,5,,
4,6,,
4,7,,
4,8,,
4,9,,
4,10,,
5,11,,
4,12,,
4,13,,
4,14,,
4,15,,
4,16,,
4,17,,
4,18,,
4,19,,
3,20,,
4,21,,
4,22,,
3,23,,
4,24,,
4,25,,
5,26,,
4,27,,
4,28,,
4,29,,
4,30,,
3,31,,
4,32,,
4,33,,
4,34,,
4,35,,
4,36,,
3,37,,
6,38,,
6,39,,
4,40,,
4,41,,
4,42,,
4,43,,
4,44,,
4,45,,
4,46,,
4,47,,
4,48,,
4,49,,
4,50,,
5,51,,
5,52,,
4,53,,
4,54,,
4,55,,
6,56,,
4,57,,
5,58,,
5,59,,
5,60,,
4,61,,
4,62,,
4,63,,
4,64,,
3,65,,
4,66,,
5,67,,
5,68,,
5,69,,
5,70,,
4,71,,
6,72,,
6,73,,
7,74,,
6,75,,
6,76,,
6,77,,
4,78,,
5,79,,
7,80,,
7,81,,
6,82,,
5,83,,
8,84,,
4,85,,
4,86,,
5,87,,
3,88,,
3,89,,
4,90,,
3,91,,
3,92,,
4,93,,
4,94,,
4,95,,
5,96,,
4,97,,
5,98,,
4,99,,
3,100,,
4,101,,
5,102,,
6,103,,
5,104,,
4,105,,
4,106,,
4,107,,
5,108,,
5,109,,
4,110,,
3,111,,
4,112,,
3,113,,
4,114,,
5,115,,
4,116,,
5,117,,
4,118,,
3,119,,
4,120,,
3,121,,
3,122,,
3,123,,
5,124,,
4,125,,
3,126,,
4,127,,
4,128,,
7,129,,
3,130,,
4,131,,
4,132,,
4,133,,
3,134,,
4,135,,
4,136,,
4,137,,
5,138,,
5,139,,
3,140,,
3,141,,
5,142,,
3,143,,
5,144,,
4,145,,
4,146,,
4,147,,
5,148,,
4,149,,
5,150,,
4,151,,
5,152,,
3,153,,
6,154,,
5,155,,
4,156,,
4,157,,
5,158,,
5,159,,
4,160,,
4,161,,
5,162,,
6,163,,
4,164,,
4,165,,
3,166,,
3,167,,
3,168,,
4,169,,
4,170,,
4,171,,
4,172,,
4,173,,
5,174,,
4,175,,
4,176,,
5,177,,
4,178,,
5,179,,
4,180,,
4,181,,
4,182,,
4,183,,
5,184,,
4,185,,
5,186,,
5,187,,
4,188,,
4,189,,
3,190,,
5,191,,
4,192,,
4,193,,
5,194,,
4,195,,
4,196,,
4,197,,
5,198,,
4,199,,
4,200,,
3,201,,
5,202,,
5,203,,
4,204,,
4,205,,
4,206,,
5,207,,
3,208,,
5,209,,
5,210,,
4,211,,
5,212,,
4,213,,
4,214,,
4,215,,
4,216,,
3,217,,
3,218,,
3,219,,
4,220,,
5,221,,
3,222,,
4,223,,
5,224,,
4,225,,
4,226,,
5,227,,
4,228,,
4,229,,
4,230,,
4,231,,
4,232,,
4,233,,
4,234,,
5,235,,
6,236,,
4,237,,
22,1,,
5,239,,
5,240,,
5,241,,
5,242,,
6,243,,
5,244,,
6,245,,
4,246,,
6,247,,
6,248,,
5,249,,
5,250,,
5,251,,
5,252,,
6,253,,
5,254,,
5,255,,
5,256,,
5,257,,
5,258,,
5,259,,
6,260,,
4,261,,
7,262,,
4,263,,
5,264,,
5,265,,
4,266,,
6,267,,
5,268,,
5,269,,
5,270,,
4,271,,
4,272,,
6,273,,
4,274,,
4,275,,
4,276,,
4,277,,
5,278,,
5,279,,
5,280,,
4,281,,
4,282,,
4,283,,
5,284,,
5,285,,
5,286,,
5,287,,
6,288,,
4,289,,
27,1,,
10,2,,
10,3,,
10,4,,
9,5,,
10,6,,
9,7,,
9,8,,
9,9,,
9,10,,
11,11,,
11,12,,
10,13,,
10,14,,
9,15,,
9,16,,
10,17,,
9,18,,
10,19,,
10,20,,
10,21,,
10,22,,
9,23,,
10,24,,
10,25,,
9,26,,
11,27,,
9,28,,
9,29,,
10,30,,
10,31,,
10,32,,
10,33,,
10,34,,
10,35,,
10,36,,
10,37,,
10,38,,
11,39,,
9,40,,
10,41,,
11,42,,
11,43,,
10,44,,
11,45,,
10,46,,
11,47,,
10,48,,
9,49,,
9,50,,
11,51,,
9,52,,
11,53,,
10,54,,
10,55,,
9,56,,
10,57,,
10,58,,
10,59,,
11,60,,
10,61,,
9,62,,
10,63,,
10,64,,
9,65,,
11,66,,
9,67,,
10,68,,
10,69,,
9,70,,
9,71,,
9,72,,
9,73,,
9,74,,
9,75,,
9,76,,
9,77,,
10,78,,
10,79,,
9,80,,
9,81,,
10,82,,
11,83,,
10,84,,
9,85,,
10,86,,
9,87,,
10,88,,
10,89,,
10,90,,
10,91,,
9,92,,
11,93,,
9,94,,
11,95,,
11,96,,
11,97,,
11,98,,
11,99,,
11,100,,
10,101,,
11,102,,
9,103,,
10,104,,
11,105,,
11,106,,
11,107,,
11,108,,
11,109,,
11,110,,
11,111,,
10,112,,
11,113,,
10,114,,
11,115,,
11,116,,
10,117,,
11,118,,
9,119,,
10,120,,
10,121,,
9,122,,
10,123,,
9,124,,
10,125,,
11,126,,
10,127,,
10,128,,
9,129,,
9,130,,
9,131,,
10,132,,
10,133,,
10,134,,
10,135,,
9,136,,
9,137,,
9,138,,
9,139,,
10,140,,
10,141,,
10,142,,
12,143,,
12,144,,
12,145,,
12,146,,
12,147,,
12,148,,
12,149,,
10,150,,
10,151,,
10,152,,
10,153,,
11,154,,
10,155,,
11,156,,
10,157,,
10,158,,
9,159,,
9,160,,
9,161,,
10,162,,
10,163,,
10,164,,
10,165,,
10,166,,
10,167,,
10,168,,
10,169,,
10,170,,
9,171,,
9,172,,
9,173,,
9,174,,
11,175,,
11,176,,
9,177,,
10,178,,
11,179,,
10,180,,
10,181,,
10,182,,
10,183,,
10,184,,
10,185,,
11,186,,
10,187,,
10,188,,
10,189,,
10,190,,
10,191,,
10,192,,
9,193,,
9,194,,
9,195,,
10,196,,
9,197,,
9,198,,
9,199,,
9,200,,
10,201,,
11,202,,
10,203,,
10,204,,
10,205,,
10,206,,
10,207,,
10,208,,
10,209,,
10,210,,
11,211,,
9,212,,
9,213,,
9,214,,
9,215,,
11,216,,
11,217,,
10,218,,
9,219,,
10,220,,
10,221,,
9,222,,
11,223,,
10,224,,
11,225,,
10,226,,
10,227,,
10,228,,
11,229,,
11,230,,
11,231,,
9,232,,
10,233,,
10,234,,
10,235,,
9,236,,
10,237,,
34,1,,
10,239,,
10,240,,
10,241,,
11,242,,
10,243,,
10,244,,
11,245,,
11,246,,
11,247,,
10,248,,
10,249,,
10,250,,
10,251,,
10,252,,
10,253,,
10,254,,
10,255,,
10,256,,
11,257,,
11,258,,
11,259,,
11,260,,
10,261,,
10,262,,
10,263,,
10,264,,
11,265,,
11,266,,
10,267,,
10,268,,
10,269,,
11,270,,
11,271,,
10,272,,
11,273,,
10,274,,
12,275,,
11,276,,
11,277,,
10,278,,
11,279,,
11,280,,
10,281,,
12,282,,
9,283,,
12,284,,
11,285,,
11,286,,
11,287,,
10,288,,
11,289,,
1,238,,
18,2,,
22,3,,
18,4,,
22,5,,
22,6,,
22,7,,
22,8,,
22,9,,
22,10,,
22,11,,
22,12,,
18,13,,
22,14,,
22,15,,
22,16,,
22,17,,
21,18,,
22,19,,
22,20,,
22,21,,
22,22,,
22,23,,
22,24,,
22,25,,
22,26,,
22,27,,
22,28,,
22,29,,
22,30,,
18,31,,
18,32,,
21,33,,
23,34,,
18,35,,
22,36,,
18,37,,
22,38,,
22,39,,
22,40,,
22,41,,
20,42,,
17,43,,
17,44,,
18,45,,
16,46,,
17,47,,
18,48,,
18,49,,
17,50,,
16,51,,
16,52,,
16,53,,
17,54,,
16,55,,
15,56,,
15,57,,
17,58,,
17,59,,
19,60,,
18,61,,
18,62,,
26,63,,
22,64,,
18,65,,
17,66,,
18,67,,
17,68,,
17,69,,
16,70,,
16,71,,
17,72,,
17,73,,
19,74,,
17,75,,
15,76,,
15,77,,
21,78,,
17,79,,
16,80,,
15,81,,
15,82,,
16,83,,
15,84,,
17,85,,
22,86,,
23,87,,
17,88,,
17,89,,
22,90,,
21,91,,
18,92,,
18,93,,
17,94,,
23,95,,
19,96,,
22,97,,
18,98,,
16,99,,
16,100,,
24,101,,
17,102,,
18,103,,
23,104,,
16,105,,
18,106,,
18,107,,
16,108,,
16,109,,
15,110,,
16,111,,
17,112,,
17,113,,
17,114,,
23,115,,
17,116,,
23,117,,
19,118,,
18,119,,
21,120,,
18,121,,
18,122,,
21,123,,
17,124,,
20,125,,
16,126,,
17,127,,
18,128,,
17,129,,
18,130,,
18,131,,
16,132,,
18,133,,
18,134,,
17,135,,
17,136,,
16,137,,
18,138,,
18,139,,
17,140,,
17,141,,
17,142,,
17,143,,
16,144,,
17,145,,
18,146,,
17,147,,
18,148,,
17,149,,
22,150,,
22,151,,
17,152,,
17,153,,
17,154,,
22,155,,
16,156,,
18,157,,
16,158,,
18,159,,
18,160,,
18,161,,
18,162,,
18,163,,
16,164,,
24,165,,
17,166,,
17,167,,
17,168,,
18,169,,
18,170,,
19,171,,
18,172,,
22,173,,
16,174,,
16,175,,
16,176,,
17,177,,
22,178,,
16,179,,
18,180,,
17,181,,
19,182,,
19,183,,
18,184,,
18,185,,
15,186,,
17,187,,
16,188,,
18,189,,
18,190,,
19,191,,
20,192,,
19,193,,
19,194,,
18,195,,
22,196,,
22,197,,
18,198,,
18,199,,
17,200,,
21,201,,
16,202,,
22,203,,
18,204,,
21,205,,
21,206,,
15,207,,
18,208,,
22,209,,
16,210,,
18,211,,
23,212,,
21,213,,
21,214,,
18,215,,
18,216,,
18,217,,
18,218,,
22,219,,
19,220,,
16,221,,
22,222,,
16,223,,
16,224,,
18,225,,
22,226,,
16,227,,
18,228,,
16,229,,
18,230,,
16,231,,
17,232,,
16,233,,
17,234,,
17,235,,
17,236,,
16,237,,
5,238,,
15,239,,
13,240,,
14,241,,
13,242,,
13,243,,
15,244,,
13,245,,
16,246,,
17,247,,
13,248,,
14,249,,
13,250,,
13,251,,
13,252,,
15,253,,
13,254,,
14,255,,
14,256,,
17,257,,
14,258,,
13,259,,
13,260,,
14,261,,
13,262,,
13,263,,
13,264,,
14,265,,
14,266,,
13,267,,
14,268,,
13,269,,
14,270,,
14,271,,
14,272,,
13,273,,
14,274,,
13,275,,
14,276,,
14,277,,
13,278,,
14,279,,
14,280,,
14,281,,
14,282,,
14,283,,
13,284,,
13,285,,
13,286,,
18,287,,
14,288,,
14,289,,
10,238,,
27,2,,
27,3,,
27,4,,
27,5,,
27,6,,
27,7,,
27,8,,
27,9,,
27,10,,
27,11,,
27,12,,
27,13,,
27,14,,
27,15,,
27,16,,
27,17,,
27,18,,
27,19,,
27,20,,
27,21,,
27,22,,
27,23,,
27,24,,
27,25,,
27,26,,
27,27,,
27,28,,
27,29,,
27,30,,
27,31,,
27,32,,
27,33,,
27,34,,
27,35,,
27,36,,
27,37,,
27,38,,
27,39,,
27,40,,
27,41,,
27,42,,
28,43,,
28,44,,
28,45,,
28,46,,
28,47,,
28,48,,
28,49,,
28,50,,
28,51,,
28,52,,
28,53,,
28,54,,
28,55,,
28,56,,
28,57,,
28,58,,
28,59,,
29,60,,
29,61,,
29,62,,
29,63,,
29,64,,
30,65,,
30,66,,
30,67,,
30,68,,
30,69,,
30,70,,
30,71,,
30,72,,
30,73,,
30,74,,
30,75,,
30,76,,
30,77,,
30,78,,
30,79,,
30,80,,
30,81,,
30,82,,
30,83,,
30,84,,
31,85,,
31,86,,
31,87,,
31,88,,
31,89,,
31,90,,
32,91,,
32,92,,
32,93,,
32,94,,
32,95,,
32,96,,
32,97,,
32,98,,
32,99,,
32,100,,
32,101,,
32,102,,
32,103,,
32,104,,
32,105,,
32,106,,
32,107,,
32,108,,
32,109,,
32,110,,
32,111,,
32,112,,
32,113,,
32,114,,
32,115,,
32,116,,
32,117,,
32,118,,
32,119,,
32,120,,
32,121,,
32,122,,
32,123,,
32,124,,
32,125,,
32,126,,
32,127,,
32,128,,
32,129,,
32,130,,
32,131,,
32,132,,
32,133,,
32,134,,
32,135,,
32,136,,
32,137,,
32,138,,
32,139,,
32,140,,
32,141,,
32,142,,
32,143,,
32,144,,
32,145,,
32,146,,
32,147,,
32,148,,
32,149,,
32,150,,
32,151,,
32,152,,
32,153,,
32,154,,
32,155,,
32,156,,
32,157,,
32,158,,
32,159,,
32,160,,
32,161,,
32,162,,
32,163,,
32,164,,
32,165,,
32,166,,
32,167,,
32,168,,
32,169,,
32,170,,
32,171,,
32,172,,
32,173,,
32,174,,
32,175,,
32,176,,
32,177,,
32,178,,
32,179,,
32,180,,
32,181,,
32,182,,
32,183,,
32,184,,
32,185,,
32,186,,
32,187,,
32,188,,
32,189,,
32,190,,
32,191,,
32,192,,
32,193,,
32,194,,
32,195,,
32,196,,
32,197,,
32,198,,
32,199,,
32,200,,
32,201,,
32,202,,
32,203,,
32,204,,
32,205,,
32,206,,
32,207,,
32,208,,
32,209,,
32,210,,
32,211,,
32,212,,
32,213,,
32,214,,
32,215,,
32,216,,
32,217,,
32,218,,
32,219,,
32,220,,
32,221,,
32,222,,
32,223,,
32,224,,
32,225,,
32,226,,
32,227,,
32,228,,
32,229,,
32,230,,
32,231,,
32,232,,
32,233,,
32,234,,
32,235,,
32,236,,
32,237,,
15,238,,
32,239,,
33,240,,
33,241,,
33,242,,
33,243,,
33,244,,
33,245,,
33,246,,
33,247,,
33,248,,
33,249,,
33,250,,
33,251,,
33,252,,
33,253,,
33,254,,
33,255,,
33,256,,
33,257,,
33,258,,
33,259,,
33,260,,
33,261,,
33,262,,
33,263,,
33,264,,
33,265,,
33,266,,
33,267,,
33,268,,
33,269,,
33,270,,
33,271,,
33,272,,
33,273,,
33,274,,
33,275,,
33,276,,
33,277,,
33,278,,
33,279,,
33,280,,
33,281,,
33,282,,
33,283,,
33,284,,
33,285,,
33,286,,
33,287,,
33,288,,
33,289,,
32,238,,
34,2,,
34,3,,
34,4,,
34,5,,
34,6,,
34,7,,
34,8,,
34,9,,
34,10,,
34,11,,
34,12,,
34,13,,
34,14,,
34,15,,
34,16,,
34,17,,
34,18,,
34,19,,
34,20,,
34,21,,
34,22,,
34,23,,
34,24,,
34,25,,
34,26,,
34,27,,
34,28,,
34,29,,
34,30,,
34,31,,
34,32,,
34,33,,
34,34,,
34,35,,
34,36,,
34,37,,
34,38,,
34,39,,
34,40,,
34,41,,
34,42,,
34,43,,
34,44,,
34,45,,
34,46,,
34,47,,
34,48,,
34,49,,
34,50,,
34,51,,
34,52,,
34,53,,
34,54,,
34,55,,
34,56,,
34,57,,
34,58,,
34,59,,
34,60,,
34,61,,
34,62,,
34,63,,
34,64,,
34,65,,
34,66,,
34,67,,
34,68,,
34,69,,
34,70,,
34,71,,
34,72,,
34,73,,
34,74,,
34,75,,
34,76,,
34,77,,
34,78,,
34,79,,
34,80,,
34,81,,
34,82,,
34,83,,
34,84,,
34,85,,
34,86,,
34,87,,
34,88,,
34,89,,
34,90,,
34,91,,
34,92,,
34,93,,
34,94,,
34,95,,
34,96,,
34,97,,
34,98,,
34,99,,
34,100,,
34,101,,
34,102,,
34,103,,
34,104,,
34,105,,
34,106,,
34,107,,
34,108,,
34,109,,
34,110,,
34,111,,
34,112,,
34,113,,
34,114,,
34,115,,
34,116,,
34,117,,
34,118,,
34,119,,
34,120,,
34,121,,
34,122,,
34,123,,
34,124,,
34,125,,
34,126,,
34,127,,
34,128,,
34,129,,
34,130,,
34,131,,
34,132,,
34,133,,
34,134,,
34,135,,
34,136,,
34,137,,
34,138,,
34,139,,
34,140,,
34,141,,
34,142,,
34,143,,
34,144,,
34,145,,
34,146,,
34,147,,
34,148,,
34,149,,
34,150,,
34,151,,
34,152,,
34,153,,
34,154,,
34,155,,
34,156,,
34,157,,
34,158,,
34,159,,
34,160,,
34,161,,
34,162,,
34,163,,
34,164,,
34,165,,
34,166,,
34,167,,
34,168,,
34,169,,
34,170,,
34,171,,
34,172,,
34,173,,
34,174,,
34,175,,
34,176,,
34,177,,
34,178,,
34,179,,
34,180,,
34,181,,
34,182,,
34,183,,
34,184,,
34,185,,
34,186,,
34,187,,
34,188,,
34,189,,
34,190,,
34,191,,
34,192,,
34,193,,
34,194,,
34,195,,
34,196,,
34,197,,
34,198,,
34,199,,
34,200,,
34,201,,
34,202,,
34,203,,
34,204,,
34,205,,
34,206,,
34,207,,
34,208,,
34,209,,
34,210,,
34,211,,
34,212,,
34,213,,
34,214,,
34,215,,
34,216,,
34,217,,
34,218,,
34,219,,
34,220,,
34,221,,
34,222,,
34,223,,
34,224,,
34,225,,
34,226,,
34,227,,
34,228,,
34,229,,
34,230,,
34,231,,
34,232,,
34,233,,
34,234,,
34,235,,
34,236,,
34,237,,
34,238,,
34,239,,
34,240,,
34,241,,
34,242,,
34,243,,
34,244,,
34,245,,
34,246,,
34,247,,
34,248,,
34,249,,
34,250,,
34,251,,
34,252,,
34,253,,
34,254,,
34,255,,
34,256,,
34,257,,
34,258,,
34,259,,
34,260,,
34,261,,
34,262,,
34,263,,
34,264,,
34,265,,
34,266,,
34,267,,
34,268,,
34,269,,
34,270,,
34,271,,
34,272,,
34,273,,
34,274,,
34,275,,
34,276,,
34,277,,
34,278,,
34,279,,
34,280,,
34,281,,
34,282,,
34,283,,
34,284,,
34,285,,
34,286,,
34,287,,
34,288,,
34,289,,
34,290,,
34,291,,
34,292,,
34,293,,
34,294,,
34,295,,
34,296,,
34,297,,
34,298,,
34,299,,
34,300,,
34,301,,
34,302,,
34,303,,
34,304,,
34,305,,
34,306,,
34,307,,
34,308,,
34,309,,
34,310,,
34,311,,
34,312,,
34,313,,
34,314,,
34,315,,
34,316,,
34,317,,
34,318,,
34,319,,
34,320,,
34,321,,
34,322,,
34,323,,
34,324,,
34,325,,
34,326,,
34,327,,
34,328,,
34,329,,
34,330,,
34,331,,
34,332,,
34,333,,
34,334,,
34,335,,
34,336,,
34,337,,
34,338,,
34,339,,
34,340,,
34,341,,
34,342,,
34,343,,
34,344,,
34,345,,
34,346,,
34,347,,
34,348,,
34,349,,
34,350,,
35,290,,
35,291,,
36,292,,
36,293,,
37,294,,
38,295,,
38,296,,
38,297,,
39,298,,
39,299,,
39,300,,
39,301,,
40,302,,
41,303,,
42,304,,
42,305,,
44,306,,
45,307,,
46,308,,
47,309,,
48,310,,
48,311,,
48,312,,
49,313,,
49,314,,
50,315,,
50,316,,
51,317,,
51,318,,
51,319,,
51,320,,
51,321,,
51,322,,
51,323,,
51,324,,
51,325,,
51,326,,
51,327,,
51,328,,
52,329,,
53,330,,
54,331,,
54,332,,
55,333,,
56,334,,
57,335,,
57,336,,
58,337,,
58,338,,
58,339,,
43,340,,
38,341,,
50,342,,
51,343,,
51,344,,
56,345,,
