category_id,product_id,inserted_at,updated_at
21,242,2020-03-03 12:44:00,
2,243,2020-03-03 12:44:00,
2,244,2020-03-03 12:44:00,
3,245,2020-03-03 12:44:00,
4,246,2020-03-03 12:44:00,
5,247,2020-03-03 12:44:00,
6,248,2020-03-03 12:44:00,
7,249,2020-03-03 12:44:00,
8,250,2020-03-03 12:44:00,
9,251,2020-03-03 12:44:00,
10,252,2020-03-03 12:44:00,
11,253,2020-03-03 12:44:00,
12,254,2020-03-03 12:44:00,
13,255,2020-03-03 12:44:00,
14,256,2020-03-03 12:44:00,
15,257,2020-03-03 12:44:00,
16,258,2020-03-03 12:44:00,
17,259,2020-03-03 12:44:00,
18,260,2020-03-03 12:44:00,
19,261,2020-03-03 12:44:00,
20,262,2020-03-03 12:44:00,
21,263,2020-03-03 12:44:00,
21,264,2020-03-03 12:44:00,
2,265,2020-03-03 12:44:00,
2,266,2020-03-03 12:44:00,
3,267,2020-03-03 12:44:00,
4,268,2020-03-03 12:44:00,
5,269,2020-03-03 12:44:00,
6,270,2020-03-03 12:44:00,
7,271,2020-03-03 12:44:00,
8,272,2020-03-03 12:44:00,
9,273,2020-03-03 12:44:00,
10,274,2020-03-03 12:44:00,
11,275,2020-03-03 12:44:00,
12,276,2020-03-03 12:44:00,
13,277,2020-03-03 12:44:00,
14,278,2020-03-03 12:44:00,
15,279,2020-03-03 12:44:00,
16,280,2020-03-03 12:44:00,
17,281,2020-03-03 12:44:00,
18,282,2020-03-03 12:44:00,
19,283,2020-03-03 12:44:00,
20,284,2020-03-03 12:44:00,
21,285,2020-03-03 12:44:00,
21,286,2020-03-03 12:44:00,
2,287,2020-03-03 12:44:00,
2,288,2020-03-03 12:44:00,
3,289,2020-03-03 12:44:00,
4,290,2020-03-03 12:44:00,
5,291,2020-03-03 12:44:00,
6,292,2020-03-03 12:44:00,
7,293,2020-03-03 12:44:00,
8,294,2020-03-03 12:44:00,
9,295,2020-03-03 12:44:00,
10,296,2020-03-03 12:44:00,
11,297,2020-03-03 12:44:00,
12,298,2020-03-03 12:44:00,
13,299,2020-03-03 12:44:00,
14,300,2020-03-03 12:44:00,
15,301,2020-03-03 12:44:00,
16,302,2020-03-03 12:44:00,
17,303,2020-03-03 12:44:00,
18,304,2020-03-03 12:44:00,
19,305,2020-03-03 12:44:00,
20,306,2020-03-03 12:44:00,
21,307,2020-03-03 12:44:00,
21,308,2020-03-03 12:44:00,
2,309,2020-03-03 12:44:00,
2,310,2020-03-03 12:44:00,
3,311,2020-03-03 12:44:00,
4,312,2020-03-03 12:44:00,
5,313,2020-03-03 12:44:00,
6,314,2020-03-03 12:44:00,
7,315,2020-03-03 12:44:00,
8,316,2020-03-03 12:44:00,
9,317,2020-03-03 12:44:00,
10,318,2020-03-03 12:44:00,
11,319,2020-03-03 12:44:00,
12,320,2020-03-03 12:44:00,
13,321,2020-03-03 12:44:00,
14,322,2020-03-03 12:44:00,
15,323,2020-03-03 12:44:00,
16,324,2020-03-03 12:44:00,
17,325,2020-03-03 12:44:00,
18,326,2020-03-03 12:44:00,
19,327,2020-03-03 12:44:00,
20,328,2020-03-03 12:44:00,
21,329,2020-03-03 12:44:00,
21,330,2020-03-03 12:44:00,
2,331,2020-03-03 12:44:00,
2,332,2020-03-03 12:44:00,
3,333,2020-03-03 12:44:00,
4,334,2020-03-03 12:44:00,
5,335,2020-03-03 12:44:00,
6,336,2020-03-03 12:44:00,
7,337,2020-03-03 12:44:00,
8,338,2020-03-03 12:44:00,
9,339,2020-03-03 12:44:00,
10,340,2020-03-03 12:44:00,
11,341,2020-03-03 12:44:00,
12,342,2020-03-03 12:44:00,
13,343,2020-03-03 12:44:00,
14,344,2020-03-03 12:44:00,
15,345,2020-03-03 12:44:00,
16,346,2020-03-03 12:44:00,
17,347,2020-03-03 12:44:00,
18,348,2020-03-03 12:44:00,
19,349,2020-03-03 12:44:00,
20,350,2020-03-03 12:44:00,
21,351,2020-03-03 12:44:00,
21,352,2020-03-03 12:44:00,
2,353,2020-03-03 12:44:00,
2,354,2020-03-03 12:44:00,
3,355,2020-03-03 12:44:00,
4,356,2020-03-03 12:44:00,
5,357,2020-03-03 12:44:00,
6,358,2020-03-03 12:44:00,
7,359,2020-03-03 12:44:00,
8,360,2020-03-03 12:44:00,
9,361,2020-03-03 12:44:00,
10,362,2020-03-03 12:44:00,
11,363,2020-03-03 12:44:00,
12,364,2020-03-03 12:44:00,
13,365,2020-03-03 12:44:00,
14,366,2020-03-03 12:44:00,
15,367,2020-03-03 12:44:00,
16,368,2020-03-03 12:44:00,
17,369,2020-03-03 12:44:00,
18,370,2020-03-03 12:44:00,
19,371,2020-03-03 12:44:00,
20,372,2020-03-03 12:44:00,
21,373,2020-03-03 12:44:00,
21,374,2020-03-03 12:44:00,
2,375,2020-03-03 12:44:00,
2,376,2020-03-03 12:44:00,
3,377,2020-03-03 12:44:00,
4,378,2020-03-03 12:44:00,
5,379,2020-03-03 12:44:00,
6,380,2020-03-03 12:44:00,
7,381,2020-03-03 12:44:00,
8,382,2020-03-03 12:44:00,
9,383,2020-03-03 12:44:00,
10,384,2020-03-03 12:44:00,
11,385,2020-03-03 12:44:00,
12,386,2020-03-03 12:44:00,
13,387,2020-03-03 12:44:00,
14,388,2020-03-03 12:44:00,
15,389,2020-03-03 12:44:00,
16,390,2020-03-03 12:44:00,
17,391,2020-03-03 12:44:00,
18,392,2020-03-03 12:44:00,
19,393,2020-03-03 12:44:00,
20,394,2020-03-03 12:44:00,
21,395,2020-03-03 12:44:00,
21,396,2020-03-03 12:44:00,
2,397,2020-03-03 12:44:00,
2,398,2020-03-03 12:44:00,
3,399,2020-03-03 12:44:00,
4,400,2020-03-03 12:44:00,
5,401,2020-03-03 12:44:00,
6,402,2020-03-03 12:44:00,
7,403,2020-03-03 12:44:00,
8,404,2020-03-03 12:44:00,
9,405,2020-03-03 12:44:00,
10,406,2020-03-03 12:44:00,
11,407,2020-03-03 12:44:00,
12,408,2020-03-03 12:44:00,
13,409,2020-03-03 12:44:00,
14,410,2020-03-03 12:44:00,
15,411,2020-03-03 12:44:00,
16,412,2020-03-03 12:44:00,
17,413,2020-03-03 12:44:00,
18,414,2020-03-03 12:44:00,
19,415,2020-03-03 12:44:00,
20,416,2020-03-03 12:44:00,
21,417,2020-03-03 12:44:00,
21,418,2020-03-03 12:44:00,
2,419,2020-03-03 12:44:00,
2,420,2020-03-03 12:44:00,
3,421,2020-03-03 12:44:00,
4,422,2020-03-03 12:44:00,
5,423,2020-03-03 12:44:00,
6,424,2020-03-03 12:44:00,
7,425,2020-03-03 12:44:00,
8,426,2020-03-03 12:44:00,
9,427,2020-03-03 12:44:00,
10,428,2020-03-03 12:44:00,
11,429,2020-03-03 12:44:00,
12,430,2020-03-03 12:44:00,
13,431,2020-03-03 12:44:00,
14,432,2020-03-03 12:44:00,
15,433,2020-03-03 12:44:00,
16,434,2020-03-03 12:44:00,
17,435,2020-03-03 12:44:00,
18,436,2020-03-03 12:44:00,
19,437,2020-03-03 12:44:00,
20,438,2020-03-03 12:44:00,
21,439,2020-03-03 12:44:00,
21,440,2020-03-03 12:44:00,
2,441,2020-03-03 12:44:00,
2,442,2020-03-03 12:44:00,
3,443,2020-03-03 12:44:00,
4,444,2020-03-03 12:44:00,
5,445,2020-03-03 12:44:00,
6,446,2020-03-03 12:44:00,
7,447,2020-03-03 12:44:00,
8,448,2020-03-03 12:44:00,
9,449,2020-03-03 12:44:00,
10,450,2020-03-03 12:44:00,
11,451,2020-03-03 12:44:00,
12,452,2020-03-03 12:44:00,
13,453,2020-03-03 12:44:00,
14,454,2020-03-03 12:44:00,
15,455,2020-03-03 12:44:00,
16,456,2020-03-03 12:44:00,
17,457,2020-03-03 12:44:00,
18,458,2020-03-03 12:44:00,
19,459,2020-03-03 12:44:00,
20,460,2020-03-03 12:44:00,
21,461,2020-03-03 12:44:00,
21,462,2020-03-03 12:44:00,
2,463,2020-03-03 12:44:00,
2,464,2020-03-03 12:44:00,
3,465,2020-03-03 12:44:00,
4,466,2020-03-03 12:44:00,
5,467,2020-03-03 12:44:00,
6,468,2020-03-03 12:44:00,
7,469,2020-03-03 12:44:00,
8,470,2020-03-03 12:44:00,
9,471,2020-03-03 12:44:00,
10,472,2020-03-03 12:44:00,
11,473,2020-03-03 12:44:00,
12,474,2020-03-03 12:44:00,
13,475,2020-03-03 12:44:00,
14,476,2020-03-03 12:44:00,
15,477,2020-03-03 12:44:00,
16,478,2020-03-03 12:44:00,
17,479,2020-03-03 12:44:00,
18,480,2020-03-03 12:44:00,
19,481,2020-03-03 12:44:00,
20,482,2020-03-03 12:44:00,
21,483,2020-03-03 12:44:00,
21,484,2020-03-03 12:44:00,
2,485,2020-03-03 12:44:00,
2,486,2020-03-03 12:44:00,
3,487,2020-03-03 12:44:00,
4,488,2020-03-03 12:44:00,
5,489,2020-03-03 12:44:00,
6,490,2020-03-03 12:44:00,
7,491,2020-03-03 12:44:00,
8,492,2020-03-03 12:44:00,
9,493,2020-03-03 12:44:00,
10,494,2020-03-03 12:44:00,
11,495,2020-03-03 12:44:00,
12,496,2020-03-03 12:44:00,
13,497,2020-03-03 12:44:00,
14,498,2020-03-03 12:44:00,
15,499,2020-03-03 12:44:00,
16,500,2020-03-03 12:44:00,
17,501,2020-03-03 12:44:00,
18,502,2020-03-03 12:44:00,
19,503,2020-03-03 12:44:00,
20,504,2020-03-03 12:44:00,
21,505,2020-03-03 12:44:00,
21,506,2020-03-03 12:44:00,
2,507,2020-03-03 12:44:00,
2,508,2020-03-03 12:44:00,
3,509,2020-03-03 12:44:00,
4,510,2020-03-03 12:44:00,
5,511,2020-03-03 12:44:00,
6,512,2020-03-03 12:44:00,
7,513,2020-03-03 12:44:00,
8,514,2020-03-03 12:44:00,
9,515,2020-03-03 12:44:00,
10,516,2020-03-03 12:44:00,
11,517,2020-03-03 12:44:00,
12,518,2020-03-03 12:44:00,
13,519,2020-03-03 12:44:00,
14,520,2020-03-03 12:44:00,
15,521,2020-03-03 12:44:00,
16,522,2020-03-03 12:44:00,
17,523,2020-03-03 12:44:00,
18,524,2020-03-03 12:44:00,
19,525,2020-03-03 12:44:00,
20,526,2020-03-03 12:44:00,
21,527,2020-03-03 12:44:00,
21,528,2020-03-03 12:44:00,
2,529,2020-03-03 12:44:00,
2,530,2020-03-03 12:44:00,
3,531,2020-03-03 12:44:00,
4,532,2020-03-03 12:44:00,
5,533,2020-03-03 12:44:00,
6,534,2020-03-03 12:44:00,
7,535,2020-03-03 12:44:00,
8,536,2020-03-03 12:44:00,
9,537,2020-03-03 12:44:00,
10,538,2020-03-03 12:44:00,
11,539,2020-03-03 12:44:00,
12,540,2020-03-03 12:44:00,
13,541,2020-03-03 12:44:00,
14,542,2020-03-03 12:44:00,
15,543,2020-03-03 12:44:00,
16,544,2020-03-03 12:44:00,
17,545,2020-03-03 12:44:00,
18,546,2020-03-03 12:44:00,
19,547,2020-03-03 12:44:00,
20,548,2020-03-03 12:44:00,
21,549,2020-03-03 12:44:00,
21,550,2020-03-03 12:44:00,
2,551,2020-03-03 12:44:00,
2,552,2020-03-03 12:44:00,
3,553,2020-03-03 12:44:00,
4,554,2020-03-03 12:44:00,
5,555,2020-03-03 12:44:00,
6,556,2020-03-03 12:44:00,
7,557,2020-03-03 12:44:00,
8,558,2020-03-03 12:44:00,
9,559,2020-03-03 12:44:00,
10,560,2020-03-03 12:44:00,
11,561,2020-03-03 12:44:00,
12,562,2020-03-03 12:44:00,
13,563,2020-03-03 12:44:00,
14,564,2020-03-03 12:44:00,
15,565,2020-03-03 12:44:00,
16,566,2020-03-03 12:44:00,
17,567,2020-03-03 12:44:00,
18,568,2020-03-03 12:44:00,
19,569,2020-03-03 12:44:00,
20,570,2020-03-03 12:44:00,
21,571,2020-03-03 12:44:00,
21,572,2020-03-03 12:44:00,
2,573,2020-03-03 12:44:00,
2,574,2020-03-03 12:44:00,
3,575,2020-03-03 12:44:00,
4,576,2020-03-03 12:44:00,
5,577,2020-03-03 12:44:00,
6,578,2020-03-03 12:44:00,
7,579,2020-03-03 12:44:00,
8,580,2020-03-03 12:44:00,
9,581,2020-03-03 12:44:00,
10,582,2020-03-03 12:44:00,
11,583,2020-03-03 12:44:00,
12,584,2020-03-03 12:44:00,
13,585,2020-03-03 12:44:00,
14,586,2020-03-03 12:44:00,
15,587,2020-03-03 12:44:00,
16,588,2020-03-03 12:44:00,
17,589,2020-03-03 12:44:00,
18,590,2020-03-03 12:44:00,
19,591,2020-03-03 12:44:00,
20,592,2020-03-03 12:44:00,
21,593,2020-03-03 12:44:00,
21,594,2020-03-03 12:44:00,
2,595,2020-03-03 12:44:00,
2,596,2020-03-03 12:44:00,
3,597,2020-03-03 12:44:00,
4,598,2020-03-03 12:44:00,
5,599,2020-03-03 12:44:00,
6,600,2020-03-03 12:44:00,
7,601,2020-03-03 12:44:00,
8,602,2020-03-03 12:44:00,
9,603,2020-03-03 12:44:00,
10,604,2020-03-03 12:44:00,
11,605,2020-03-03 12:44:00,
12,606,2020-03-03 12:44:00,
13,607,2020-03-03 12:44:00,
14,608,2020-03-03 12:44:00,
15,609,2020-03-03 12:44:00,
16,610,2020-03-03 12:44:00,
17,611,2020-03-03 12:44:00,
18,612,2020-03-03 12:44:00,
19,613,2020-03-03 12:44:00,
20,614,2020-03-03 12:44:00,
21,615,2020-03-03 12:44:00,
21,616,2020-03-03 12:44:00,
2,617,2020-03-03 12:44:00,
2,618,2020-03-03 12:44:00,
3,619,2020-03-03 12:44:00,
4,620,2020-03-03 12:44:00,
5,621,2020-03-03 12:44:00,
6,622,2020-03-03 12:44:00,
7,623,2020-03-03 12:44:00,
8,624,2020-03-03 12:44:00,
9,625,2020-03-03 12:44:00,
10,626,2020-03-03 12:44:00,
11,627,2020-03-03 12:44:00,
12,628,2020-03-03 12:44:00,
13,629,2020-03-03 12:44:00,
14,630,2020-03-03 12:44:00,
15,631,2020-03-03 12:44:00,
16,632,2020-03-03 12:44:00,
17,633,2020-03-03 12:44:00,
18,634,2020-03-03 12:44:00,
19,635,2020-03-03 12:44:00,
20,636,2020-03-03 12:44:00,
21,637,2020-03-03 12:44:00,
21,638,2020-03-03 12:44:00,
2,639,2020-03-03 12:44:00,
2,640,2020-03-03 12:44:00,
3,641,2020-03-03 12:44:00,
4,642,2020-03-03 12:44:00,
5,643,2020-03-03 12:44:00,
6,644,2020-03-03 12:44:00,
7,645,2020-03-03 12:44:00,
8,646,2020-03-03 12:44:00,
9,647,2020-03-03 12:44:00,
10,648,2020-03-03 12:44:00,
11,649,2020-03-03 12:44:00,
12,650,2020-03-03 12:44:00,
13,651,2020-03-03 12:44:00,
14,652,2020-03-03 12:44:00,
15,653,2020-03-03 12:44:00,
16,654,2020-03-03 12:44:00,
17,655,2020-03-03 12:44:00,
18,656,2020-03-03 12:44:00,
19,657,2020-03-03 12:44:00,
20,658,2020-03-03 12:44:00,
21,659,2020-03-03 12:44:00,
21,660,2020-03-03 12:44:00,
2,661,2020-03-03 12:44:00,
2,662,2020-03-03 12:44:00,
3,663,2020-03-03 12:44:00,
4,664,2020-03-03 12:44:00,
5,665,2020-03-03 12:44:00,
6,666,2020-03-03 12:44:00,
7,667,2020-03-03 12:44:00,
8,668,2020-03-03 12:44:00,
9,669,2020-03-03 12:44:00,
10,670,2020-03-03 12:44:00,
11,671,2020-03-03 12:44:00,
12,672,2020-03-03 12:44:00,
13,673,2020-03-03 12:44:00,
14,674,2020-03-03 12:44:00,
15,675,2020-03-03 12:44:00,
16,676,2020-03-03 12:44:00,
17,677,2020-03-03 12:44:00,
18,678,2020-03-03 12:44:00,
19,679,2020-03-03 12:44:00,
20,680,2020-03-03 12:44:00,
21,681,2020-03-03 12:44:00,
21,682,2020-03-03 12:44:00,
2,683,2020-03-03 12:44:00,
2,684,2020-03-03 12:44:00,
3,685,2020-03-03 12:44:00,
4,686,2020-03-03 12:44:00,
5,687,2020-03-03 12:44:00,
6,688,2020-03-03 12:44:00,
7,689,2020-03-03 12:44:00,
8,690,2020-03-03 12:44:00,
9,691,2020-03-03 12:44:00,
10,692,2020-03-03 12:44:00,
11,693,2020-03-03 12:44:00,
12,694,2020-03-03 12:44:00,
13,695,2020-03-03 12:44:00,
14,696,2020-03-03 12:44:00,
15,697,2020-03-03 12:44:00,
16,698,2020-03-03 12:44:00,
17,699,2020-03-03 12:44:00,
18,700,2020-03-03 12:44:00,
19,701,2020-03-03 12:44:00,
20,702,2020-03-03 12:44:00,
21,703,2020-03-03 12:44:00,
21,704,2020-03-03 12:44:00,
2,705,2020-03-03 12:44:00,
2,706,2020-03-03 12:44:00,
3,707,2020-03-03 12:44:00,
4,708,2020-03-03 12:44:00,
5,709,2020-03-03 12:44:00,
6,710,2020-03-03 12:44:00,
7,711,2020-03-03 12:44:00,
8,712,2020-03-03 12:44:00,
9,713,2020-03-03 12:44:00,
10,714,2020-03-03 12:44:00,
11,715,2020-03-03 12:44:00,
12,716,2020-03-03 12:44:00,
13,717,2020-03-03 12:44:00,
14,718,2020-03-03 12:44:00,
15,719,2020-03-03 12:44:00,
16,720,2020-03-03 12:44:00,
17,721,2020-03-03 12:44:00,
18,722,2020-03-03 12:44:00,
19,723,2020-03-03 12:44:00,
20,724,2020-03-03 12:44:00,
21,725,2020-03-03 12:44:00,
21,726,2020-03-03 12:44:00,
2,727,2020-03-03 12:44:00,
2,728,2020-03-03 12:44:00,
3,729,2020-03-03 12:44:00,
4,730,2020-03-03 12:44:00,
5,731,2020-03-03 12:44:00,
6,732,2020-03-03 12:44:00,
7,733,2020-03-03 12:44:00,
8,734,2020-03-03 12:44:00,
9,735,2020-03-03 12:44:00,
10,736,2020-03-03 12:44:00,
11,737,2020-03-03 12:44:00,
12,738,2020-03-03 12:44:00,
13,739,2020-03-03 12:44:00,
14,740,2020-03-03 12:44:00,
15,741,2020-03-03 12:44:00,
16,742,2020-03-03 12:44:00,
17,743,2020-03-03 12:44:00,
18,744,2020-03-03 12:44:00,
19,745,2020-03-03 12:44:00,
20,746,2020-03-03 12:44:00,
21,747,2020-03-03 12:44:00,
21,748,2020-03-03 12:44:00,
2,749,2020-03-03 12:44:00,
2,750,2020-03-03 12:44:00,
3,751,2020-03-03 12:44:00,
4,752,2020-03-03 12:44:00,
5,753,2020-03-03 12:44:00,
6,754,2020-03-03 12:44:00,
7,755,2020-03-03 12:44:00,
8,756,2020-03-03 12:44:00,
9,757,2020-03-03 12:44:00,
10,758,2020-03-03 12:44:00,
11,759,2020-03-03 12:44:00,
12,760,2020-03-03 12:44:00,
13,761,2020-03-03 12:44:00,
14,762,2020-03-03 12:44:00,
15,763,2020-03-03 12:44:00,
16,764,2020-03-03 12:44:00,
17,765,2020-03-03 12:44:00,
18,766,2020-03-03 12:44:00,
19,767,2020-03-03 12:44:00,
20,768,2020-03-03 12:44:00,
21,769,2020-03-03 12:44:00,
21,770,2020-03-03 12:44:00,
2,771,2020-03-03 12:44:00,
2,772,2020-03-03 12:44:00,
3,773,2020-03-03 12:44:00,
4,774,2020-03-03 12:44:00,
5,775,2020-03-03 12:44:00,
