product_id,media_id,inserted_at,updated_at
178,178,2020-03-04 12:04:00,
179,179,2020-03-04 12:04:00,
180,180,2020-03-04 12:04:00,
181,181,2020-03-04 12:04:00,
182,182,2020-03-04 12:04:00,
183,183,2020-03-04 12:04:00,
184,184,2020-03-04 12:04:00,
185,185,2020-03-04 12:04:00,
186,186,2020-03-04 12:04:00,
187,187,2020-03-04 12:04:00,
188,188,2020-03-04 12:04:00,
189,189,2020-03-04 12:04:00,
190,190,2020-03-04 12:04:00,
191,191,2020-03-04 12:04:00,
192,192,2020-03-04 12:04:00,
193,193,2020-03-04 12:04:00,
194,194,2020-03-04 12:04:00,
195,195,2020-03-04 12:04:00,
196,196,2020-03-04 12:04:00,
197,197,2020-03-04 12:04:00,
198,198,2020-03-04 12:04:00,
199,199,2020-03-04 12:04:00,
200,200,2020-03-04 12:04:00,
201,201,2020-03-04 12:04:00,
202,202,2020-03-04 12:04:00,
203,203,2020-03-04 12:04:00,
204,204,2020-03-04 12:04:00,
205,205,2020-03-04 12:04:00,
206,206,2020-03-04 12:04:00,
207,207,2020-03-04 12:04:00,
208,208,2020-03-04 12:04:00,
209,209,2020-03-04 12:04:00,
210,210,2020-03-04 12:04:00,
211,211,2020-03-04 12:04:00,
212,212,2020-03-04 12:04:00,
213,213,2020-03-04 12:04:00,
214,214,2020-03-04 12:04:00,
215,215,2020-03-04 12:04:00,
216,216,2020-03-04 12:04:00,
217,217,2020-03-04 12:04:00,
218,218,2020-03-04 12:04:00,
219,219,2020-03-04 12:04:00,
220,220,2020-03-04 12:04:00,
221,221,2020-03-04 12:04:00,
222,222,2020-03-04 12:04:00,
223,223,2020-03-04 12:04:00,
224,224,2020-03-04 12:04:00,
225,225,2020-03-04 12:04:00,
226,226,2020-03-04 12:04:00,
227,227,2020-03-04 12:04:00,
228,228,2020-03-04 12:04:00,
229,229,2020-03-04 12:04:00,
230,230,2020-03-04 12:04:00,
231,231,2020-03-04 12:04:00,
232,232,2020-03-04 12:04:00,
233,233,2020-03-04 12:04:00,
234,234,2020-03-04 12:04:00,
235,235,2020-03-04 12:04:00,
236,236,2020-03-04 12:04:00,
237,237,2020-03-04 12:04:00,
238,238,2020-03-04 12:04:00,
239,239,2020-03-04 12:04:00,
240,240,2020-03-04 12:04:00,
241,241,2020-03-04 12:04:00,
242,242,2020-03-04 12:04:00,
243,243,2020-03-04 12:04:00,
244,244,2020-03-04 12:04:00,
245,245,2020-03-04 12:04:00,
246,246,2020-03-04 12:04:00,
247,247,2020-03-04 12:04:00,
248,248,2020-03-04 12:04:00,
249,249,2020-03-04 12:04:00,
250,250,2020-03-04 12:04:00,
251,251,2020-03-04 12:04:00,
252,252,2020-03-04 12:04:00,
253,253,2020-03-04 12:04:00,
254,254,2020-03-04 12:04:00,
255,255,2020-03-04 12:04:00,
256,256,2020-03-04 12:04:00,
257,257,2020-03-04 12:04:00,
258,258,2020-03-04 12:04:00,
259,259,2020-03-04 12:04:00,
260,260,2020-03-04 12:04:00,
261,261,2020-03-04 12:04:00,
262,262,2020-03-04 12:04:00,
263,263,2020-03-04 12:04:00,
264,264,2020-03-04 12:04:00,
265,265,2020-03-04 12:04:00,
266,266,2020-03-04 12:04:00,
267,267,2020-03-04 12:04:00,
268,268,2020-03-04 12:04:00,
269,269,2020-03-04 12:04:00,
270,270,2020-03-04 12:04:00,
271,271,2020-03-04 12:04:00,
272,272,2020-03-04 12:04:00,
273,273,2020-03-04 12:04:00,
274,274,2020-03-04 12:04:00,
275,275,2020-03-04 12:04:00,
276,276,2020-03-04 12:04:00,
277,277,2020-03-04 12:04:00,
278,278,2020-03-04 12:04:00,
279,279,2020-03-04 12:04:00,
280,280,2020-03-04 12:04:00,
281,281,2020-03-04 12:04:00,
282,282,2020-03-04 12:04:00,
283,283,2020-03-04 12:04:00,
284,284,2020-03-04 12:04:00,
285,285,2020-03-04 12:04:00,
286,286,2020-03-04 12:04:00,
287,287,2020-03-04 12:04:00,
288,288,2020-03-04 12:04:00,
289,289,2020-03-04 12:04:00,
290,290,2020-03-04 12:04:00,
291,291,2020-03-04 12:04:00,
292,292,2020-03-04 12:04:00,
293,293,2020-03-04 12:04:00,
294,294,2020-03-04 12:04:00,
295,295,2020-03-04 12:04:00,
296,296,2020-03-04 12:04:00,
297,297,2020-03-04 12:04:00,
298,298,2020-03-04 12:04:00,
299,299,2020-03-04 12:04:00,
300,300,2020-03-04 12:04:00,
301,301,2020-03-04 12:04:00,
302,302,2020-03-04 12:04:00,
303,303,2020-03-04 12:04:00,
304,304,2020-03-04 12:04:00,
305,305,2020-03-04 12:04:00,
306,306,2020-03-04 12:04:00,
307,307,2020-03-04 12:04:00,
308,308,2020-03-04 12:04:00,
309,309,2020-03-04 12:04:00,
310,310,2020-03-04 12:04:00,
311,311,2020-03-04 12:04:00,
312,312,2020-03-04 12:04:00,
313,313,2020-03-04 12:04:00,
314,314,2020-03-04 12:04:00,
315,315,2020-03-04 12:04:00,
316,316,2020-03-04 12:04:00,
317,317,2020-03-04 12:04:00,
318,318,2020-03-04 12:04:00,
319,319,2020-03-04 12:04:00,
320,320,2020-03-04 12:04:00,
321,321,2020-03-04 12:04:00,
322,322,2020-03-04 12:04:00,
323,323,2020-03-04 12:04:00,
324,324,2020-03-04 12:04:00,
325,325,2020-03-04 12:04:00,
326,326,2020-03-04 12:04:00,
327,327,2020-03-04 12:04:00,
328,328,2020-03-04 12:04:00,
329,329,2020-03-04 12:04:00,
330,330,2020-03-04 12:04:00,
331,331,2020-03-04 12:04:00,
332,332,2020-03-04 12:04:00,
333,333,2020-03-04 12:04:00,
334,334,2020-03-04 12:04:00,
335,335,2020-03-04 12:04:00,
336,336,2020-03-04 12:04:00,
337,337,2020-03-04 12:04:00,
338,338,2020-03-04 12:04:00,
339,339,2020-03-04 12:04:00,
340,340,2020-03-04 12:04:00,
341,341,2020-03-04 12:04:00,
342,342,2020-03-04 12:04:00,
343,343,2020-03-04 12:04:00,
344,344,2020-03-04 12:04:00,
345,345,2020-03-04 12:04:00,
346,346,2020-03-04 12:04:00,
347,347,2020-03-04 12:04:00,
348,348,2020-03-04 12:04:00,
349,349,2020-03-04 12:04:00,
350,350,2020-03-04 12:04:00,
351,351,2020-03-04 12:04:00,
352,352,2020-03-04 12:04:00,
353,353,2020-03-04 12:04:00,
354,354,2020-03-04 12:04:00,
355,355,2020-03-04 12:04:00,
356,356,2020-03-04 12:04:00,
357,357,2020-03-04 12:04:00,
358,358,2020-03-04 12:04:00,
359,359,2020-03-04 12:04:00,
360,360,2020-03-04 12:04:00,
361,361,2020-03-04 12:04:00,
362,362,2020-03-04 12:04:00,
363,363,2020-03-04 12:04:00,
364,364,2020-03-04 12:04:00,
365,365,2020-03-04 12:04:00,
366,366,2020-03-04 12:04:00,
367,367,2020-03-04 12:04:00,
368,368,2020-03-04 12:04:00,
369,369,2020-03-04 12:04:00,
370,370,2020-03-04 12:04:00,
371,371,2020-03-04 12:04:00,
372,372,2020-03-04 12:04:00,
373,373,2020-03-04 12:04:00,
374,374,2020-03-04 12:04:00,
375,375,2020-03-04 12:04:00,
376,376,2020-03-04 12:04:00,
377,377,2020-03-04 12:04:00,
378,378,2020-03-04 12:04:00,
379,379,2020-03-04 12:04:00,
380,380,2020-03-04 12:04:00,
381,381,2020-03-04 12:04:00,
382,382,2020-03-04 12:04:00,
383,383,2020-03-04 12:04:00,
384,384,2020-03-04 12:04:00,
385,385,2020-03-04 12:04:00,
386,386,2020-03-04 12:04:00,
387,387,2020-03-04 12:04:00,
388,388,2020-03-04 12:04:00,
389,389,2020-03-04 12:04:00,
390,390,2020-03-04 12:04:00,
391,391,2020-03-04 12:04:00,
392,392,2020-03-04 12:04:00,
393,393,2020-03-04 12:04:00,
394,394,2020-03-04 12:04:00,
395,395,2020-03-04 12:04:00,
396,396,2020-03-04 12:04:00,
397,397,2020-03-04 12:04:00,
398,398,2020-03-04 12:04:00,
399,399,2020-03-04 12:04:00,
400,400,2020-03-04 12:04:00,
401,401,2020-03-04 12:04:00,
402,402,2020-03-04 12:04:00,
403,403,2020-03-04 12:04:00,
404,404,2020-03-04 12:04:00,
405,405,2020-03-04 12:04:00,
406,406,2020-03-04 12:04:00,
407,407,2020-03-04 12:04:00,
408,408,2020-03-04 12:04:00,
409,409,2020-03-04 12:04:00,
410,410,2020-03-04 12:04:00,
411,411,2020-03-04 12:04:00,
412,412,2020-03-04 12:04:00,
413,413,2020-03-04 12:04:00,
414,414,2020-03-04 12:04:00,
415,415,2020-03-04 12:04:00,
416,416,2020-03-04 12:04:00,
417,417,2020-03-04 12:04:00,
418,418,2020-03-04 12:04:00,
419,419,2020-03-04 12:04:00,
420,420,2020-03-04 12:04:00,
421,421,2020-03-04 12:04:00,
422,422,2020-03-04 12:04:00,
423,423,2020-03-04 12:04:00,
424,424,2020-03-04 12:04:00,
425,425,2020-03-04 12:04:00,
426,426,2020-03-04 12:04:00,
427,427,2020-03-04 12:04:00,
428,428,2020-03-04 12:04:00,
429,429,2020-03-04 12:04:00,
430,430,2020-03-04 12:04:00,
431,431,2020-03-04 12:04:00,
432,432,2020-03-04 12:04:00,
433,433,2020-03-04 12:04:00,
434,434,2020-03-04 12:04:00,
435,435,2020-03-04 12:04:00,
436,436,2020-03-04 12:04:00,
437,437,2020-03-04 12:04:00,
438,438,2020-03-04 12:04:00,
439,439,2020-03-04 12:04:00,
440,440,2020-03-04 12:04:00,
441,441,2020-03-04 12:04:00,
442,442,2020-03-04 12:04:00,
443,443,2020-03-04 12:04:00,
444,444,2020-03-04 12:04:00,
445,445,2020-03-04 12:04:00,
446,446,2020-03-04 12:04:00,
447,447,2020-03-04 12:04:00,
448,448,2020-03-04 12:04:00,
449,449,2020-03-04 12:04:00,
450,450,2020-03-04 12:04:00,
451,451,2020-03-04 12:04:00,
452,452,2020-03-04 12:04:00,
453,453,2020-03-04 12:04:00,
454,454,2020-03-04 12:04:00,
455,455,2020-03-04 12:04:00,
456,456,2020-03-04 12:04:00,
457,457,2020-03-04 12:04:00,
458,458,2020-03-04 12:04:00,
459,459,2020-03-04 12:04:00,
460,460,2020-03-04 12:04:00,
461,461,2020-03-04 12:04:00,
462,462,2020-03-04 12:04:00,
463,463,2020-03-04 12:04:00,
464,464,2020-03-04 12:04:00,
465,465,2020-03-04 12:04:00,
466,466,2020-03-04 12:04:00,
467,467,2020-03-04 12:04:00,
468,468,2020-03-04 12:04:00,
469,469,2020-03-04 12:04:00,
470,470,2020-03-04 12:04:00,
471,471,2020-03-04 12:04:00,
472,472,2020-03-04 12:04:00,
473,473,2020-03-04 12:04:00,
474,474,2020-03-04 12:04:00,
475,475,2020-03-04 12:04:00,
476,476,2020-03-04 12:04:00,
477,477,2020-03-04 12:04:00,
478,478,2020-03-04 12:04:00,
479,479,2020-03-04 12:04:00,
480,480,2020-03-04 12:04:00,
481,481,2020-03-04 12:04:00,
482,482,2020-03-04 12:04:00,
483,483,2020-03-04 12:04:00,
484,484,2020-03-04 12:04:00,
485,485,2020-03-04 12:04:00,
486,486,2020-03-04 12:04:00,
487,487,2020-03-04 12:04:00,
488,488,2020-03-04 12:04:00,
489,489,2020-03-04 12:04:00,
490,490,2020-03-04 12:04:00,
491,491,2020-03-04 12:04:00,
492,492,2020-03-04 12:04:00,
493,493,2020-03-04 12:04:00,
494,494,2020-03-04 12:04:00,
495,495,2020-03-04 12:04:00,
496,496,2020-03-04 12:04:00,
497,497,2020-03-04 12:04:00,
498,498,2020-03-04 12:04:00,
499,499,2020-03-04 12:04:00,
500,500,2020-03-04 12:04:00,
501,501,2020-03-04 12:04:00,
502,502,2020-03-04 12:04:00,
503,503,2020-03-04 12:04:00,
504,504,2020-03-04 12:04:00,
505,505,2020-03-04 12:04:00,
506,506,2020-03-04 12:04:00,
507,507,2020-03-04 12:04:00,
508,508,2020-03-04 12:04:00,
509,509,2020-03-04 12:04:00,
510,510,2020-03-04 12:04:00,
511,511,2020-03-04 12:04:00,
512,512,2020-03-04 12:04:00,
513,513,2020-03-04 12:04:00,
514,514,2020-03-04 12:04:00,
515,515,2020-03-04 12:04:00,
516,516,2020-03-04 12:04:00,
517,517,2020-03-04 12:04:00,
518,518,2020-03-04 12:04:00,
519,519,2020-03-04 12:04:00,
520,520,2020-03-04 12:04:00,
521,521,2020-03-04 12:04:00,
522,522,2020-03-04 12:04:00,
523,523,2020-03-04 12:04:00,
524,524,2020-03-04 12:04:00,
525,525,2020-03-04 12:04:00,
526,526,2020-03-04 12:04:00,
527,527,2020-03-04 12:04:00,
528,528,2020-03-04 12:04:00,
529,529,2020-03-04 12:04:00,
530,530,2020-03-04 12:04:00,
531,531,2020-03-04 12:04:00,
532,532,2020-03-04 12:04:00,
533,533,2020-03-04 12:04:00,
534,534,2020-03-04 12:04:00,
535,535,2020-03-04 12:04:00,
536,536,2020-03-04 12:04:00,
537,537,2020-03-04 12:04:00,
538,538,2020-03-04 12:04:00,
539,539,2020-03-04 12:04:00,
540,540,2020-03-04 12:04:00,
541,541,2020-03-04 12:04:00,
542,542,2020-03-04 12:04:00,
543,543,2020-03-04 12:04:00,
544,544,2020-03-04 12:04:00,
545,545,2020-03-04 12:04:00,
546,546,2020-03-04 12:04:00,
547,547,2020-03-04 12:04:00,
548,548,2020-03-04 12:04:00,
549,549,2020-03-04 12:04:00,
550,550,2020-03-04 12:04:00,
551,551,2020-03-04 12:04:00,
552,552,2020-03-04 12:04:00,
553,553,2020-03-04 12:04:00,
554,554,2020-03-04 12:04:00,
555,555,2020-03-04 12:04:00,
556,556,2020-03-04 12:04:00,
557,557,2020-03-04 12:04:00,
558,558,2020-03-04 12:04:00,
559,559,2020-03-04 12:04:00,
560,560,2020-03-04 12:04:00,
561,561,2020-03-04 12:04:00,
562,562,2020-03-04 12:04:00,
563,563,2020-03-04 12:04:00,
564,564,2020-03-04 12:04:00,
565,565,2020-03-04 12:04:00,
566,566,2020-03-04 12:04:00,
567,567,2020-03-04 12:04:00,
568,568,2020-03-04 12:04:00,
569,569,2020-03-04 12:04:00,
570,570,2020-03-04 12:04:00,
571,571,2020-03-04 12:04:00,
572,572,2020-03-04 12:04:00,
573,573,2020-03-04 12:04:00,
574,574,2020-03-04 12:04:00,
575,575,2020-03-04 12:04:00,
576,576,2020-03-04 12:04:00,
577,577,2020-03-04 12:04:00,
578,578,2020-03-04 12:04:00,
579,579,2020-03-04 12:04:00,
580,580,2020-03-04 12:04:00,
581,581,2020-03-04 12:04:00,
582,582,2020-03-04 12:04:00,
583,583,2020-03-04 12:04:00,
584,584,2020-03-04 12:04:00,
585,585,2020-03-04 12:04:00,
586,586,2020-03-04 12:04:00,
587,587,2020-03-04 12:04:00,
588,588,2020-03-04 12:04:00,
589,589,2020-03-04 12:04:00,
590,590,2020-03-04 12:04:00,
591,591,2020-03-04 12:04:00,
592,592,2020-03-04 12:04:00,
593,593,2020-03-04 12:04:00,
594,594,2020-03-04 12:04:00,
595,595,2020-03-04 12:04:00,
596,596,2020-03-04 12:04:00,
597,597,2020-03-04 12:04:00,
598,598,2020-03-04 12:04:00,
599,599,2020-03-04 12:04:00,
600,600,2020-03-04 12:04:00,
601,601,2020-03-04 12:04:00,
602,602,2020-03-04 12:04:00,
603,603,2020-03-04 12:04:00,
604,604,2020-03-04 12:04:00,
605,605,2020-03-04 12:04:00,
606,606,2020-03-04 12:04:00,
607,607,2020-03-04 12:04:00,
608,608,2020-03-04 12:04:00,
609,609,2020-03-04 12:04:00,
610,610,2020-03-04 12:04:00,
611,611,2020-03-04 12:04:00,
612,612,2020-03-04 12:04:00,
613,613,2020-03-04 12:04:00,
614,614,2020-03-04 12:04:00,
615,615,2020-03-04 12:04:00,
616,616,2020-03-04 12:04:00,
617,617,2020-03-04 12:04:00,
618,618,2020-03-04 12:04:00,
619,619,2020-03-04 12:04:00,
620,620,2020-03-04 12:04:00,
621,621,2020-03-04 12:04:00,
622,622,2020-03-04 12:04:00,
623,623,2020-03-04 12:04:00,
624,624,2020-03-04 12:04:00,
625,625,2020-03-04 12:04:00,
626,626,2020-03-04 12:04:00,
627,627,2020-03-04 12:04:00,
628,628,2020-03-04 12:04:00,
629,629,2020-03-04 12:04:00,
630,630,2020-03-04 12:04:00,
631,631,2020-03-04 12:04:00,
632,632,2020-03-04 12:04:00,
633,633,2020-03-04 12:04:00,
634,634,2020-03-04 12:04:00,
635,635,2020-03-04 12:04:00,
636,636,2020-03-04 12:04:00,
637,637,2020-03-04 12:04:00,
638,638,2020-03-04 12:04:00,
639,639,2020-03-04 12:04:00,
640,640,2020-03-04 12:04:00,
641,641,2020-03-04 12:04:00,
642,642,2020-03-04 12:04:00,
643,643,2020-03-04 12:04:00,
644,644,2020-03-04 12:04:00,
645,645,2020-03-04 12:04:00,
646,646,2020-03-04 12:04:00,
647,647,2020-03-04 12:04:00,
648,648,2020-03-04 12:04:00,
649,649,2020-03-04 12:04:00,
650,650,2020-03-04 12:04:00,
651,651,2020-03-04 12:04:00,
652,652,2020-03-04 12:04:00,
653,653,2020-03-04 12:04:00,
654,654,2020-03-04 12:04:00,
655,655,2020-03-04 12:04:00,
656,656,2020-03-04 12:04:00,
657,657,2020-03-04 12:04:00,
658,658,2020-03-04 12:04:00,
659,659,2020-03-04 12:04:00,
660,660,2020-03-04 12:04:00,
661,661,2020-03-04 12:04:00,
662,662,2020-03-04 12:04:00,
663,663,2020-03-04 12:04:00,
664,664,2020-03-04 12:04:00,
665,665,2020-03-04 12:04:00,
666,666,2020-03-04 12:04:00,
667,667,2020-03-04 12:04:00,
668,668,2020-03-04 12:04:00,
669,669,2020-03-04 12:04:00,
670,670,2020-03-04 12:04:00,
671,671,2020-03-04 12:04:00,
672,672,2020-03-04 12:04:00,
673,673,2020-03-04 12:04:00,
674,674,2020-03-04 12:04:00,
675,675,2020-03-04 12:04:00,
676,676,2020-03-04 12:04:00,
677,677,2020-03-04 12:04:00,
678,678,2020-03-04 12:04:00,
679,679,2020-03-04 12:04:00,
680,680,2020-03-04 12:04:00,
681,681,2020-03-04 12:04:00,
682,682,2020-03-04 12:04:00,
683,683,2020-03-04 12:04:00,
684,684,2020-03-04 12:04:00,
685,685,2020-03-04 12:04:00,
686,686,2020-03-04 12:04:00,
687,687,2020-03-04 12:04:00,
688,688,2020-03-04 12:04:00,
689,689,2020-03-04 12:04:00,
690,690,2020-03-04 12:04:00,
691,691,2020-03-04 12:04:00,
692,692,2020-03-04 12:04:00,
693,693,2020-03-04 12:04:00,
694,694,2020-03-04 12:04:00,
695,695,2020-03-04 12:04:00,
696,696,2020-03-04 12:04:00,
697,697,2020-03-04 12:04:00,
698,698,2020-03-04 12:04:00,
699,699,2020-03-04 12:04:00,
700,700,2020-03-04 12:04:00,
701,701,2020-03-04 12:04:00,
702,702,2020-03-04 12:04:00,
703,703,2020-03-04 12:04:00,
704,704,2020-03-04 12:04:00,
705,705,2020-03-04 12:04:00,
706,706,2020-03-04 12:04:00,
707,707,2020-03-04 12:04:00,
708,708,2020-03-04 12:04:00,
709,709,2020-03-04 12:04:00,
710,710,2020-03-04 12:04:00,
711,711,2020-03-04 12:04:00,
712,712,2020-03-04 12:04:00,
713,713,2020-03-04 12:04:00,
714,714,2020-03-04 12:04:00,
715,715,2020-03-04 12:04:00,
716,716,2020-03-04 12:04:00,
717,717,2020-03-04 12:04:00,
718,718,2020-03-04 12:04:00,
719,719,2020-03-04 12:04:00,
720,720,2020-03-04 12:04:00,
721,721,2020-03-04 12:04:00,
722,722,2020-03-04 12:04:00,
723,723,2020-03-04 12:04:00,
724,724,2020-03-04 12:04:00,
725,725,2020-03-04 12:04:00,
726,726,2020-03-04 12:04:00,
727,727,2020-03-04 12:04:00,
728,728,2020-03-04 12:04:00,
729,729,2020-03-04 12:04:00,
730,730,2020-03-04 12:04:00,
731,731,2020-03-04 12:04:00,
732,732,2020-03-04 12:04:00,
733,733,2020-03-04 12:04:00,
734,734,2020-03-04 12:04:00,
735,735,2020-03-04 12:04:00,
736,736,2020-03-04 12:04:00,
737,737,2020-03-04 12:04:00,
738,738,2020-03-04 12:04:00,
739,739,2020-03-04 12:04:00,
740,740,2020-03-04 12:04:00,
741,741,2020-03-04 12:04:00,
742,742,2020-03-04 12:04:00,
743,743,2020-03-04 12:04:00,
744,744,2020-03-04 12:04:00,
745,745,2020-03-04 12:04:00,
746,746,2020-03-04 12:04:00,
747,747,2020-03-04 12:04:00,
748,748,2020-03-04 12:04:00,
749,749,2020-03-04 12:04:00,
750,750,2020-03-04 12:04:00,
751,751,2020-03-04 12:04:00,
752,752,2020-03-04 12:04:00,
753,753,2020-03-04 12:04:00,
754,754,2020-03-04 12:04:00,
755,755,2020-03-04 12:04:00,
756,756,2020-03-04 12:04:00,
757,757,2020-03-04 12:04:00,
758,758,2020-03-04 12:04:00,
759,759,2020-03-04 12:04:00,
760,760,2020-03-04 12:04:00,
761,761,2020-03-04 12:04:00,
762,762,2020-03-04 12:04:00,
763,763,2020-03-04 12:04:00,
764,764,2020-03-04 12:04:00,
765,765,2020-03-04 12:04:00,
766,766,2020-03-04 12:04:00,
767,767,2020-03-04 12:04:00,
768,768,2020-03-04 12:04:00,
769,769,2020-03-04 12:04:00,
770,770,2020-03-04 12:04:00,
771,771,2020-03-04 12:04:00,
772,772,2020-03-04 12:04:00,
773,773,2020-03-04 12:04:00,
774,774,2020-03-04 12:04:00,
775,775,2020-03-04 12:04:00,
